sale_date,sku,quantity,revenue_local,currency,status,channel
2022-02-05,J0214-TP-XL,1,667.0,UNKNOWN,UNKNOWN,international
2022-02-05,J0214-TP-XXL,1,667.0,UNKNOWN,UNKNOWN,international
2022-02-05,J0214-TP-XXXL,1,667.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE1408,1,489.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE1408,1,489.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE1408,1,489.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE1408,1,489.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE1408-GREY-KR-UDF19-XXXL,1,489.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE2014-KR-178-L,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE2014-KR-178-M,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE2014-KR-178-XL,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE2014-KR-178-XXL,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE2014-KR-178-XXXL,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE2032-KR-205-L,1,489.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE2032-KR-205-M,1,489.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE2032-KR-205-XL,1,489.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE2032-KR-205-XXL,1,489.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE2032-KR-205-XXXL,1,489.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE2100-KR-144-L,1,463.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE2100-KR-144-M,1,463.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE2100-KR-144-XL,1,463.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE2100-KR-144-XXL,1,463.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE2100-KR-144-XXXL,1,463.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE2170-KR-436-L,1,546.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE2170-KR-436-M,1,546.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE2170-KR-436-XL,1,546.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE2170-KR-436-XXL,1,546.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE2170-KR-436-XXXL,1,546.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE2266-KR-490-L,1,541.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE2266-KR-490-M,1,541.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE2266-KR-490-XL,1,541.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE2266-KR-490-XXL,1,541.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3384-KR-L,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3384-KR-M,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3384-KR-XL,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3384-KR-XXL,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3384-KR-XXXL,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3421-KR-L,1,399.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3421-KR-M,1,399.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3421-KR-XL,1,399.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3421-KR-XXL,1,399.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3439-KR-L,1,378.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3439-KR-M,1,378.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3439-KR-XL,1,378.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3439-KR-XXL,1,378.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3439-KR-XXXL,1,378.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3445-KR-L,1,412.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3445-KR-M,1,412.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3445-KR-XL,1,412.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3445-KR-XXL,1,412.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3445-KR-XXXL,1,412.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3488-KR-L,1,412.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3488-KR-M,1,412.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3488-KR-XL,1,412.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3488-KR-XXL,1,412.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3488-KR-XXXL,1,412.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3547-KR-L,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3547-KR-M,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3547-KR-XL,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3547-KR-XXL,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3547-KR-XXXL,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3548-KR-L,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3548-KR-M,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3548-KR-XL,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3548-KR-XXL,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3548-KR-XXXL,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3555-KR-L,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3555-KR-M,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3555-KR-XL,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3555-KR-XXL,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3555-KR-XXXL,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3557-KR-L,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3557-KR-M,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3557-KR-XL,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3557-KR-XXL,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3565-KR-L,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3565-KR-M,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3565-KR-XL,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3565-KR-XXL,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3565-KR-XXXL,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3567-KR-L,1,412.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3567-KR-M,1,412.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3567-KR-XL,1,412.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3567-KR-XXL,1,412.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3567-KR-XXXL,1,412.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3576-KR-L,1,412.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3576-KR-M,1,412.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3576-KR-XL,1,412.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3576-KR-XXL,1,412.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3576-KR-XXXL,1,412.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3620-KR-L,1,546.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3620-KR-M,1,546.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3620-KR-XL,1,546.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3620-KR-XXL,1,546.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3620-KR-XXXL,1,546.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3621-KR-L,1,667.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3621-KR-M,1,667.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3621-KR-XL,1,667.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3621-KR-XXL,1,667.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3622-KR-L,1,405.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3622-KR-M,1,405.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3622-KR-XL,1,405.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3622-KR-XXL,1,405.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3622-KR-XXXL,1,405.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3656-TP-L,1,412.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3656-TP-M,1,412.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3656-TP-XL,1,412.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3656-TP-XXL,1,412.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3691-TU-L,1,546.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3691-TU-M,1,546.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3691-TU-XL,1,546.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3691-TU-XXL,1,546.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3691-TU-XXXL,1,546.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3716-KR-L,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3716-KR-M,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3716-KR-XL,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3716-KR-XXL,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3716-KR-XXXL,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3717-KR-L,1,296.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3717-KR-M,1,296.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3717-KR-XL,1,296.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3717-KR-XXL,1,296.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3717-KR-XXXL,1,296.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3722-KR-L,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3722-KR-M,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3722-KR-XL,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3722-KR-XXL,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3722-KR-XXXL,1,449.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3744-TU-L,1,546.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3744-TU-M,1,546.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3744-TU-XL,1,546.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3744-TU-XXL,1,546.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3744-TU-XXXL,1,546.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3774-KR-L,1,594.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3774-KR-M,1,594.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3774-KR-XL,1,594.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3774-KR-XXL,1,594.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3774-KR-XXXL,1,594.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3790-KR-L,1,546.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3790-KR-M,1,546.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3790-KR-XL,1,546.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3790-KR-XXL,1,546.0,UNKNOWN,UNKNOWN,international
2022-02-05,JNE3790-KR-XXXL,1,546.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET058-KR-NP-L,1,929.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET058-KR-NP-M,1,929.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET058-KR-NP-XL,1,929.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET058-KR-NP-XXL,1,929.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET058-KR-NP-XXXL,1,929.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET184-KR-PP-L,1,594.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET184-KR-PP-M,1,594.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET184-KR-PP-XL,1,594.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET184-KR-PP-XXL,1,594.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET184-KR-PP-XXXL,1,594.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET225-KR-NP-L,1,744.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET225-KR-NP-M,1,744.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET225-KR-NP-XL,1,744.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET225-KR-NP-XXL,1,744.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET225-KR-NP-XXXL,1,744.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET286-KR-NP-L,1,667.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET286-KR-NP-M,1,667.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET286-KR-NP-XL,1,667.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET286-KR-NP-XXL,1,667.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET286-KR-NP-XXXL,1,667.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET287-KR-NP-L,1,667.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET287-KR-NP-M,1,667.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET287-KR-NP-XL,1,667.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET287-KR-NP-XXL,1,667.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET287-KR-NP-XXXL,1,667.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET328-KR-NP-L,1,630.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET328-KR-NP-M,1,630.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET328-KR-NP-XL,1,630.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET328-KR-NP-XXL,1,630.0,UNKNOWN,UNKNOWN,international
2022-02-05,SET328-KR-NP-XXXL,1,630.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3686-TU-XXL,1,433.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3672-TU-XXL,1,475.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3662-TP-XXL,1,410.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3680-TU-XXL,1,439.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3678-TU-XXL,1,404.0,UNKNOWN,UNKNOWN,international
2022-02-08,J0301-TP-XXL,1,368.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3683-TU-XXL,1,338.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3669-TU-XXL,1,534.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3688-TU-XXL,1,511.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3671-TU-XXL,1,475.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3671-TU-S,1,475.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3688-TU-S,1,511.0,UNKNOWN,UNKNOWN,international
2022-02-08,J0034-SET-XS,1,920.0,UNKNOWN,UNKNOWN,international
2022-02-08,SET353-KR-NP-XS,1,926.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3683-TU-XXXL,1,338.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3686-TU-XXXL,1,433.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3688-TU-S,1,511.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3669-TU-L,1,534.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3656-TP-XXL,1,404.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3678-TU-XXL,1,404.0,UNKNOWN,UNKNOWN,international
2022-02-08,J0292-TP-XXL,1,374.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3686-TU-XXL,1,433.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3687-TU-L,1,439.0,UNKNOWN,UNKNOWN,international
2022-02-08,J0118-TP-L,1,404.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3688-TU-L,1,511.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3671-TU-L,1,475.0,UNKNOWN,UNKNOWN,international
2022-02-08,J0120-TP-XXL,1,368.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3657-TP-XL,1,315.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3713-TP-XL,1,338.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3644-TP-XL,1,303.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3648-TP-XL,1,404.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3712-TP-L,1,404.0,UNKNOWN,UNKNOWN,international
2022-02-08,J0300-TP-L,1,232.0,UNKNOWN,UNKNOWN,international
2022-02-08,J0120-TP-L,1,368.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3668-TP-L,1,404.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3660-TP-M,1,368.0,UNKNOWN,UNKNOWN,international
2022-02-08,J0172-TP-M,1,404.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3648-TP-M,1,404.0,UNKNOWN,UNKNOWN,international
2022-02-08,J0307-TP-M,1,404.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3676-TU-XXXL,1,392.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3679-TU-XXXL,1,433.0,UNKNOWN,UNKNOWN,international
2022-02-08,J0120-TP-L,1,368.0,UNKNOWN,UNKNOWN,international
2022-02-08,SET094-KR-NP-XL,1,950.0,UNKNOWN,UNKNOWN,international
2022-02-08,J0197-TP-L,1,534.0,UNKNOWN,UNKNOWN,international
2022-02-08,J0172-TP-L,1,404.0,UNKNOWN,UNKNOWN,international
2022-02-08,JNE3645-TP-L,1,332.0,UNKNOWN,UNKNOWN,international
2022-02-08,J0300-TP-L,1,232.0,UNKNOWN,UNKNOWN,international
2022-02-08,SET290-KR-DPT-M,1,772.0,UNKNOWN,UNKNOWN,international
2022-02-08,SET321-KR-DPT-M,1,986.0,UNKNOWN,UNKNOWN,international
2022-02-10,SET230-KR-PP-XXL,1,850.0,UNKNOWN,UNKNOWN,international
2022-02-10,J0002-SKD-XXL,1,1350.0,UNKNOWN,UNKNOWN,international
2022-02-10,SET306-KR-PP-XXL,1,738.0,UNKNOWN,UNKNOWN,international
2022-02-10,SET331-KR-NP-XXL,1,650.0,UNKNOWN,UNKNOWN,international
2022-02-10,SET285-KR-SHA-XXL,1,612.0,UNKNOWN,UNKNOWN,international
2022-02-10,J0006-SET-XXL,1,925.0,UNKNOWN,UNKNOWN,international
2022-02-10,J0159-DR-XXL,1,719.0,UNKNOWN,UNKNOWN,international
2022-02-10,J0101-DR-XXL,1,1056.0,UNKNOWN,UNKNOWN,international
2022-02-10,J0085-TP-XXL,1,369.0,UNKNOWN,UNKNOWN,international
2022-02-10,JNE3785-KR-XXL,1,431.0,UNKNOWN,UNKNOWN,international
2022-02-10,JNE3750-KR-XXL,1,500.0,UNKNOWN,UNKNOWN,international
2022-02-10,JNE3627-KR-XXL,1,394.0,UNKNOWN,UNKNOWN,international
2022-02-10,J0178-TP-XXL,1,306.0,UNKNOWN,UNKNOWN,international
2022-02-10,JNE3648-TP-XXL,1,425.0,UNKNOWN,UNKNOWN,international
2022-02-10,J0300-TP-XXL,1,244.0,UNKNOWN,UNKNOWN,international
2022-02-11,JNE3669-TU-XL,1,562.0,UNKNOWN,UNKNOWN,international
2022-02-11,JNE3688-TU-L,1,538.0,UNKNOWN,UNKNOWN,international
2022-02-11,JNE3674-TU-L,1,500.0,UNKNOWN,UNKNOWN,international
2022-02-11,J0077-SKD-S,1,1625.0,UNKNOWN,UNKNOWN,international
2022-02-11,J0172-TP-L,2,850.0,UNKNOWN,UNKNOWN,international
2022-02-11,J0300-TP-L,1,244.0,UNKNOWN,UNKNOWN,international
2022-02-11,J0119-TP-L,1,500.0,UNKNOWN,UNKNOWN,international
2022-02-11,J0098-TP-L,1,431.0,UNKNOWN,UNKNOWN,international
2022-02-11,J0113-TP-L,1,500.0,UNKNOWN,UNKNOWN,international
2022-02-11,J0342-TP-L,1,500.0,UNKNOWN,UNKNOWN,international
2022-02-11,SET268-KR-NP-XXL,1,925.0,UNKNOWN,UNKNOWN,international
2022-02-11,J0202-TP-XXL,1,594.0,UNKNOWN,UNKNOWN,international
2022-02-11,JNE3660-TP-XL,1,388.0,UNKNOWN,UNKNOWN,international
2022-02-11,J0090-TP-XL,1,694.0,UNKNOWN,UNKNOWN,international
2022-02-11,J0202-TP-L,1,594.0,UNKNOWN,UNKNOWN,international
2022-02-11,J0120-TP-L,1,388.0,UNKNOWN,UNKNOWN,international
2022-02-11,JNE3670-TU-L,1,444.0,UNKNOWN,UNKNOWN,international
2022-02-11,JNE3665-TP-L,1,388.0,UNKNOWN,UNKNOWN,international
2022-02-11,JNE3678-TU-L,1,425.0,UNKNOWN,UNKNOWN,international
2022-02-11,JNE3744-TU-L,1,562.0,UNKNOWN,UNKNOWN,international
2022-02-11,JNE3679-TU-L,1,456.0,UNKNOWN,UNKNOWN,international
2022-02-11,JNE3684-TU-L,1,319.0,UNKNOWN,UNKNOWN,international
2022-02-11,SET268-KR-NP-L,1,925.0,UNKNOWN,UNKNOWN,international
2022-02-11,SET268-KR-NP-M,1,925.0,UNKNOWN,UNKNOWN,international
2022-02-12,CMB5-JNE3855,5,1495.0,UNKNOWN,UNKNOWN,international
2022-02-12,CMB5-JNE3853,15,4485.0,UNKNOWN,UNKNOWN,international
2022-02-12,CMB5-JNE3849,15,4485.0,UNKNOWN,UNKNOWN,international
2022-02-12,CMB5-JNE3848,5,1495.0,UNKNOWN,UNKNOWN,international
2022-02-12,CMB5-JNE3852,5,1495.0,UNKNOWN,UNKNOWN,international
2022-02-12,CMB5-JNE3827,5,1495.0,UNKNOWN,UNKNOWN,international
2022-02-12,CMB5-JNE3832,5,1495.0,UNKNOWN,UNKNOWN,international
2022-02-12,CMB5-JNE3830,10,2990.0,UNKNOWN,UNKNOWN,international
2022-02-12,CMB5-JNE3828,5,1495.0,UNKNOWN,UNKNOWN,international
2022-02-12,CMB5-JNE3839,10,3740.0,UNKNOWN,UNKNOWN,international
2022-02-12,CMB5-JNE3840,10,3740.0,UNKNOWN,UNKNOWN,international
2022-02-12,CMB5-JNE3844,5,1870.0,UNKNOWN,UNKNOWN,international
2022-02-12,CMB5-JNE3845,5,1870.0,UNKNOWN,UNKNOWN,international
2022-02-12,CMB5-JNE3846,10,3740.0,UNKNOWN,UNKNOWN,international
2022-02-12,CMB5-JNE3847,5,1870.0,UNKNOWN,UNKNOWN,international
2022-02-12,SET316-KR-DPT-XS,1,1312.0,UNKNOWN,UNKNOWN,international
2022-02-12,SET316-KR-DPT-S,1,1312.0,UNKNOWN,UNKNOWN,international
2022-02-12,SET316-KR-DPT-M,1,1312.0,UNKNOWN,UNKNOWN,international
2022-02-12,SET316-KR-DPT-L,1,1312.0,UNKNOWN,UNKNOWN,international
2022-02-12,SET316-KR-DPT-XL,1,1312.0,UNKNOWN,UNKNOWN,international
2022-02-12,SET316-KR-DPT-XXL,1,1312.0,UNKNOWN,UNKNOWN,international
2022-02-12,SET316-KR-DPT-XXXL,1,1312.0,UNKNOWN,UNKNOWN,international
2022-02-12,SET323-KR-NP-XS,1,1162.0,UNKNOWN,UNKNOWN,international
2022-02-12,SET323-KR-NP-S,1,1162.0,UNKNOWN,UNKNOWN,international
2022-02-12,SET323-KR-NP-M,1,1162.0,UNKNOWN,UNKNOWN,international
2022-02-12,SET323-KR-NP-L,1,1162.0,UNKNOWN,UNKNOWN,international
2022-02-12,SET323-KR-NP-XL,1,1162.0,UNKNOWN,UNKNOWN,international
2022-02-12,SET323-KR-NP-XXL,1,1162.0,UNKNOWN,UNKNOWN,international
2022-02-12,SET323-KR-NP-XXXL,1,1162.0,UNKNOWN,UNKNOWN,international
2022-02-12,JNE3771-KR-XS,1,525.0,UNKNOWN,UNKNOWN,international
2022-02-12,JNE3771-KR-S,1,525.0,UNKNOWN,UNKNOWN,international
2022-02-12,JNE3771-KR-M,1,525.0,UNKNOWN,UNKNOWN,international
2022-02-12,JNE3771-KR-L,1,525.0,UNKNOWN,UNKNOWN,international
2022-02-12,JNE3771-KR-XL,1,525.0,UNKNOWN,UNKNOWN,international
2022-02-12,JNE3771-KR-XXL,1,525.0,UNKNOWN,UNKNOWN,international
2022-02-12,JNE3771-KR-XXXL,1,525.0,UNKNOWN,UNKNOWN,international
2022-02-12,JNE3611-KR-XS,1,562.0,UNKNOWN,UNKNOWN,international
2022-02-12,JNE3611-KR-S,1,562.0,UNKNOWN,UNKNOWN,international
2022-02-12,JNE3611-KR-M,1,562.0,UNKNOWN,UNKNOWN,international
2022-02-12,JNE3611-KR-L,1,562.0,UNKNOWN,UNKNOWN,international
2022-02-12,JNE3611-KR-XL,1,562.0,UNKNOWN,UNKNOWN,international
2022-02-12,JNE3611-KR-XXL,1,562.0,UNKNOWN,UNKNOWN,international
2022-02-12,JNE3611-KR-XXXL,1,562.0,UNKNOWN,UNKNOWN,international
2022-02-12,SET306-KR-PP-XS,1,738.0,UNKNOWN,UNKNOWN,international
2022-02-12,SET306-KR-PP-S,1,738.0,UNKNOWN,UNKNOWN,international
2022-02-12,SET306-KR-PP-M,1,738.0,UNKNOWN,UNKNOWN,international
2022-02-12,SET306-KR-PP-L,1,738.0,UNKNOWN,UNKNOWN,international
2022-02-12,SET306-KR-PP-XL,1,738.0,UNKNOWN,UNKNOWN,international
2022-02-12,SET306-KR-PP-XXL,1,738.0,UNKNOWN,UNKNOWN,international
2022-02-12,SET306-KR-PP-XXXL,1,738.0,UNKNOWN,UNKNOWN,international
2022-02-14,SET062-KR-SP-L,1,925.0,UNKNOWN,UNKNOWN,international
2022-02-14,SET062-KR-SP-M,1,925.0,UNKNOWN,UNKNOWN,international
2022-02-14,SET331-KR-NP-XXL,1,650.0,UNKNOWN,UNKNOWN,international
2022-02-14,SET331-KR-NP-L,1,650.0,UNKNOWN,UNKNOWN,international
2022-02-14,SET331-KR-NP-M,1,650.0,UNKNOWN,UNKNOWN,international
2022-02-14,SET331-KR-NP-S,1,650.0,UNKNOWN,UNKNOWN,international
2022-02-14,SET268-KR-NP-M,1,925.0,UNKNOWN,UNKNOWN,international
2022-02-14,SET268-KR-NP-L,1,925.0,UNKNOWN,UNKNOWN,international
2022-02-14,J0370-SKD-XXL,1,1238.0,UNKNOWN,UNKNOWN,international
2022-02-14,J0370-SKD-XL,1,1238.0,UNKNOWN,UNKNOWN,international
2022-02-14,J0370-SKD-L,1,1238.0,UNKNOWN,UNKNOWN,international
2022-02-14,J0370-SKD-M,1,1238.0,UNKNOWN,UNKNOWN,international
