sku,gross_quantity,cancelled_quantity,cancelled_revenue_local,gross_revenue_local,cancel_rate_qty,cancel_rate_revenue
J0120-TP-XXXL,1948,0,0.0,3002.0,0.0,0.0
J0121-TP-L,346,0,0.0,813.0,0.0,0.0
J0121-TP-M,592,0,0.0,567.0,0.0,0.0
J0121-TP-S,592,0,0.0,870.0,0.0,0.0
J0121-TP-XL,344,0,0.0,315.0,0.0,0.0
J0121-TP-XS,344,0,0.0,317.0,0.0,0.0
J0121-TP-XXL,344,0,0.0,314.0,0.0,0.0
J0121-TP-XXXL,344,0,0.0,315.0,0.0,0.0
J0122-TP-L,422,0,313.33,735.3299999999999,0.0,0.4261080059293107
J0122-TP-M,8,0,314.29,3037.29,0.0,0.1034771128209687
J0122-TP-S,17,0,313.33,5916.33,0.0,0.05296019660837039
J0122-TP-XL,790,0,313.34,4716.34,0.0,0.06643711013200913
J0122-TP-XS,2,0,0.0,659.0,0.0,0.0
J0122-TP-XXL,459,1,643.29,9950.29,0.002178649237472767,0.06465037702418723
J0122-TP-XXXL,898,1,329.0,12577.0,0.0011135857461024498,0.02615886141369166
J0123-TP-L,901,0,0.0,1881.0,0.0,0.0
J0123-TP-M,1164,0,0.0,3130.0,0.0,0.0
J0123-TP-S,902,0,0.0,2226.0,0.0,0.0
J0123-TP-XL,902,0,0.0,1937.0,0.0,0.0
J0123-TP-XS,381,0,0.0,1217.0,0.0,0.0
J0123-TP-XXL,533,0,0.0,4211.0,0.0,0.0
J0123-TP-XXXL,521,0,0.0,827.0,0.0,0.0
J0124-TP-L,16,1,469.0,9192.0,0.0625,0.051022628372497825
J0124-TP-M,8,0,526.67,4905.67,0.0,0.10735944325647669
J0124-TP-S,8,0,542.86,5087.86,0.0,0.10669711823831632
J0124-TP-XL,12,0,707.62,7229.62,0.0,0.097877896763592
J0124-TP-XS,4,0,0.0,2233.0,0.0,0.0
J0124-TP-XXL,16,2,1046.0,9061.0,0.125,0.11543979693190597
J0124-TP-XXXL,13,0,0.0,7005.0,0.0,0.0
J0126-SKD-L,8943,0,745.71,15552.71,0.0,0.04794727092577435
J0126-SKD-M,6320,0,0.0,15732.0,0.0,0.0
J0126-SKD-S,5008,1,818.0,9498.0,0.00019968051118210862,0.0861233943988208
J0126-SKD-XL,3689,1,783.0,8332.0,0.0002710761724044456,0.09397503600576092
J0126-SKD-XS,1074,0,0.0,5382.0,0.0,0.0
J0126-SKD-XXL,1321,0,0.0,12327.0,0.0,0.0
J0126-SKD-XXXL,1318,0,0.0,10011.0,0.0,0.0
J0127-SKD-L,16,0,3050.01,21600.010000000002,0.0,0.14120410129439753
J0127-SKD-M,1346,0,0.0,2519.0,0.0,0.0
J0127-SKD-S,1355,1,1186.0,13161.0,0.0007380073800738007,0.09011473292303017
J0127-SKD-XL,16,2,2230.0,17364.0,0.125,0.12842662980879982
J0127-SKD-XS,1121,1,3303.86,22275.86,0.0008920606601248885,0.14831571036988023
J0127-SKD-XXL,5158,0,1058.92,12096.92,0.0,0.08753633156208358
J0127-SKD-XXXL,1349,1,1186.0,7321.0,0.0007412898443291327,0.16199972681327687
J0129-SET-L,7039,0,0.0,13035.0,0.0,0.0
J0129-SET-M,8747,0,0.0,14715.0,0.0,0.0
J0129-SET-S,6536,1,733.0,10142.0,0.0001529987760097919,0.07227371327154407
J0129-SET-XL,7039,0,0.0,13041.0,0.0,0.0
J0129-SET-XS,6,0,0.0,4382.0,0.0,0.0
J0129-SET-XXL,6531,0,0.0,6491.0,0.0,0.0
J0129-SET-XXXL,1708,0,0.0,1672.0,0.0,0.0
J0130-SET-L,1,0,0.0,659.0,0.0,0.0
J0130-SET-L.,10014,0,0.0,15264.0,0.0,0.0
J0130-SET-M,10902,0,0.0,16864.0,0.0,0.0
J0130-SET-S,7740,0,0.0,10464.0,0.0,0.0
J0130-SET-XL,8930,0,0.0,14857.0,0.0,0.0
J0130-SET-XS,2067,0,0.0,6804.0,0.0,0.0
J0130-SET-XXL,6003,0,627.62,9990.62,0.0,0.06282092602861483
J0130-SET-XXXL,2850,1,659.0,7499.0,0.0003508771929824561,0.0878783837845046
J0131-KR-A-M,1,0,0.0,369.0,0.0,0.0
J0131-KR-L,2098,0,0.0,3089.0,0.0,0.0
J0131-KR-M,1856,0,0.0,1870.0,0.0,0.0
J0131-KR-S,841,0,328.57,2205.57,0.0,0.14897282788576194
J0131-KR-XL,840,0,0.0,1524.0,0.0,0.0
J0131-KR-XS,1024,0,351.43,3468.43,0.0,0.10132250038201723
J0131-KR-XXL,1536,1,720.4300000000001,5765.43,0.0006510416666666666,0.12495685490934762
J0131-KR-XXXL,2,0,985.71,1675.7099999999998,0.0,0.5882342410082891
J0132-KR-L,878,1,702.76,6196.76,0.0011389521640091116,0.113407651740587
J0132-KR-M,864,0,0.0,826.0,0.0,0.0
J0132-KR-S,1866,0,0.0,1816.0,0.0,0.0
J0132-KR-XL,3299,0,0.0,7574.0,0.0,0.0
J0132-KR-XS,8,0,657.14,3490.14,0.0,0.18828471064198
J0132-KR-XXL,2297,0,0.0,6562.0,0.0,0.0
J0132-KR-XXXL,1445,1,702.95,10242.95,0.0006920415224913495,0.06862769026501155
J0133-KR-A-L,1,0,0.0,364.0,0.0,0.0
J0133-KR-A-M,2,0,0.0,741.0,0.0,0.0
J0133-KR-A-XL,2,0,0.0,758.0,0.0,0.0
J0133-KR-XS,2,0,0.0,762.0,0.0,0.0
J0133-KR-XXL,1373,0,0.0,2069.0,0.0,0.0
J0133-KR-XXXL,1,0,0.0,377.0,0.0,0.0
J0134-SET-L,853,0,0.0,7075.0,0.0,0.0
J0134-SET-M,852,0,0.0,6417.0,0.0,0.0
J0134-SET-S,865,1,699.0,15571.0,0.0011560693641618498,0.04489114379294843
J0134-SET-XL,857,0,1331.42,11311.42,0.0,0.11770582296475597
J0134-SET-XS,849,0,1360.0,5666.0,0.0,0.2400282386163078
J0134-SET-XXL,852,0,0.0,6395.0,0.0,0.0
J0134-SET-XXXL,1730,0,665.71,5135.71,0.0,0.12962375211996005
J0135-SET-L,1811,0,4502.88,22283.879999999997,0.0,0.20206893952040672
J0135-SET-M,1811,0,562.86,18335.86,0.0,0.030697223909868423
J0135-SET-S,4497,0,2251.44,13279.44,0.0,0.16954329399432505
J0135-SET-XL,1810,0,2814.3,19443.3,0.0,0.14474394778664118
J0135-SET-XS,12,2,1182.0,7092.0,0.16666666666666666,0.16666666666666666
J0135-SET-XXL,1793,0,0.0,6518.0,0.0,0.0
J0135-SET-XXXL,10,1,591.0,5910.0,0.1,0.1
J0136-KR-L,2020,0,0.0,2324.0,0.0,0.0
J0136-KR-M,2514,0,0.0,3296.0,0.0,0.0
J0136-KR-S,2024,1,499.0,4285.0,0.0004940711462450593,0.11645274212368728
J0136-KR-XL,2023,0,0.0,3880.0,0.0,0.0
J0136-KR-XS,1004,0,0.0,2179.0,0.0,0.0
J0136-KR-XXL,1008,0,0.0,4496.0,0.0,0.0
J0136-KR-XXXL,3029,0,0.0,7448.0,0.0,0.0
J0137-SET-L,1746,2,1442.0,6909.0,0.001145475372279496,0.20871327254305977
J0137-SET-M,896,0,0.0,2296.0,0.0,0.0
J0137-SET-S,897,0,0.0,2297.0,0.0,0.0
J0137-SET-XL,897,0,0.0,3016.0,0.0,0.0
J0137-SET-XS,895,0,0.0,1704.0,0.0,0.0
J0137-SET-XXL,899,0,0.0,4581.0,0.0,0.0
J0137-SET-XXXL,898,0,692.38,3709.38,0.0,0.1866565302018127
J0138-KR-L,2646,0,0.0,7785.0,0.0,0.0
J0138-KR-M,1997,0,0.0,7476.0,0.0,0.0
J0138-KR-S,3461,0,0.0,4431.0,0.0,0.0
J0138-KR-XL,1990,0,0.0,3623.0,0.0,0.0
J0138-KR-XS,688,0,0.0,1108.0,0.0,0.0
J0138-KR-XXL,4375,0,0.0,5400.0,0.0,0.0
J0138-KR-XXXL,2810,0,0.0,3319.0,0.0,0.0
J0139-KR-L,2866,2,2306.57,13897.57,0.0006978367062107466,0.16596930254713596
J0139-KR-M,3973,0,0.0,5154.0,0.0,0.0
J0139-KR-S,1721,0,760.0,5240.0,0.0,0.1450381679389313
J0139-KR-XL,1726,0,368.57,6861.57,0.0,0.05371511184758007
J0139-KR-XS,1137,0,380.0,5097.0,0.0,0.07455365901510692
J0139-KR-XXL,2321,1,1159.0,10625.0,0.00043084877208099956,0.10908235294117648
J0139-KR-XXXL,2910,2,1938.0,13555.0,0.0006872852233676976,0.1429730726669126
J0140-SET-L,2,0,0.0,1182.0,0.0,0.0
J0140-SET-M,1336,0,0.0,2516.0,0.0,0.0
J0140-SET-S,3,0,0.0,1803.0,0.0,0.0
J0140-SET-XL,7,1,1153.8600000000001,4699.86,0.14285714285714285,0.2455094407067445
J0140-SET-XS,942,0,0.0,945.0,0.0,0.0
J0140-SET-XXL,3,0,0.0,1768.0,0.0,0.0
J0140-SET-XXXL,1938,0,0.0,2526.0,0.0,0.0
J0141-KR-XXL,2,0,0.0,927.0,0.0,0.0
J0142-KR-L,630,0,377.14,2623.14,0.0,0.1437742552818378
J0142-KR-M,1196,1,761.71,4713.71,0.0008361204013377926,0.16159458261114917
J0142-KR-S,1192,0,0.0,2769.0,0.0,0.0
J0142-KR-XL,1194,1,806.3299999999999,3949.33,0.0008375209380234506,0.2041688083801556
J0142-KR-XS,563,0,0.0,942.0,0.0,0.0
J0142-KR-XXL,1188,0,0.0,1140.0,0.0,0.0
J0142-KR-XXXL,563,0,0.0,911.0,0.0,0.0
J0143-SET-A-L,1,0,0.0,640.0,0.0,0.0
J0143-SET-A-S,5,0,0.0,3225.0,0.0,0.0
J0143-SET-A-XS,2,0,0.0,1290.0,0.0,0.0
J0143-SET-A-XXL,3,0,0.0,1935.0,0.0,0.0
J0143-SET-A-XXXL,2,0,0.0,1290.0,0.0,0.0
J0143-SET-L,2174,0,0.0,2176.0,0.0,0.0
J0143-SET-M,1134,0,0.0,1136.0,0.0,0.0
J0143-SET-S,2200,0,0.0,2208.0,0.0,0.0
J0143-SET-XL,1134,0,0.0,1133.0,0.0,0.0
J0143-SET-XXL,2200,0,0.0,2200.0,0.0,0.0
J0144-SET-L,671,0,0.0,659.0,0.0,0.0
J0144-SET-M,671,0,0.0,660.0,0.0,0.0
J0144-SET-S,672,0,0.0,1189.0,0.0,0.0
J0144-SET-XL,671,0,0.0,657.0,0.0,0.0
J0144-SET-XS,680,1,974.24,5598.24,0.0014705882352941176,0.1740261224956415
J0144-SET-XXL,676,0,0.0,3258.0,0.0,0.0
J0145-SET-L,1343,0,0.0,1795.0,0.0,0.0
J0145-SET-M,3,0,0.0,1479.0,0.0,0.0
J0145-SET-S,1343,0,0.0,1815.0,0.0,0.0
J0145-SET-XL,1342,0,0.0,1302.0,0.0,0.0
J0145-SET-XS,5,1,526.0,2519.0,0.2,0.20881302104009528
J0145-SET-XXL,1343,0,0.0,1819.0,0.0,0.0
J0145-SET-XXXL,1,0,0.0,478.0,0.0,0.0
J0147-SET-L,4286,0,0.0,4763.0,0.0,0.0
J0147-SET-M,3860,0,0.0,7966.0,0.0,0.0
J0147-SET-S,3381,0,0.0,3265.0,0.0,0.0
J0147-SET-XL,2497,1,1624.08,15070.08,0.00040048057669203043,0.10776850554210728
J0147-SET-XS,1938,0,520.54,4118.54,0.0,0.12638944868812735
J0147-SET-XXL,2486,2,1686.54,7655.54,0.0008045052292839903,0.22030320526050415
J0147-SET-XXXL,2483,0,0.0,5893.0,0.0,0.0
J0148-SET-L,4409,0,0.0,12002.0,0.0,0.0
J0148-SET-M,936,0,0.0,5789.0,0.0,0.0
J0148-SET-S,1818,0,4239.97,14162.970000000001,0.0,0.29937011799078866
J0148-SET-XL,1831,1,2380.9,17883.9,0.0005461496450027307,0.13313091663451485
J0148-SET-XS,937,0,0.0,6323.0,0.0,0.0
J0148-SET-XXL,1820,0,570.48,10304.48,0.0,0.05536232784187072
J0148-SET-XXXL,4406,0,1176.19,11361.19,0.0,0.10352700729413028
J0149-KR-S,2,0,0.0,633.0,0.0,0.0
J0149-KR-XS,2,0,0.0,633.0,0.0,0.0
J0150-KR-L,2,0,0.0,840.0,0.0,0.0
J0150-KR-M,4,0,0.0,1197.0,0.0,0.0
J0150-KR-S,31,0,1520.0,13931.0,0.0,0.10910918096331922
J0150-KR-XS,12,1,779.0,5168.0,0.08333333333333333,0.15073529411764705
J0150-KR-XXL,15,0,760.0,6829.0,0.0,0.11129008639625128
J0150-KR-XXXL,13,0,380.0,5771.0,0.0,0.0658464737480506
J0151-KR-A-M,1,0,0.0,477.0,0.0,0.0
J0151-KR-A-XL,1,0,0.0,477.0,0.0,0.0
J0151-KR-A-XXXL,4,0,0.0,1908.0,0.0,0.0
J0151-KR-L,2203,0,0.0,7438.0,0.0,0.0
J0151-KR-M,1476,0,0.0,1450.0,0.0,0.0
J0151-KR-S,2958,0,0.0,4904.0,0.0,0.0
J0151-KR-XL,1476,0,0.0,1448.0,0.0,0.0
J0151-KR-XS,10,0,0.0,4810.0,0.0,0.0
J0151-KR-XXL,1482,0,908.58,5292.58,0.0,0.17167052741762998
J0151-KR-XXXL,1476,0,0.0,1454.0,0.0,0.0
J0152-DR-L,2587,2,2134.0,31270.0,0.0007730962504831851,0.06824432363287496
J0152-DR-M,4342,0,0.0,10768.0,0.0,0.0
J0152-DR-S,4356,0,0.0,24245.0,0.0,0.0
J0152-DR-XL,1790,0,0.0,14890.0,0.0,0.0
J0152-DR-XS,2565,0,0.0,8490.0,0.0,0.0
J0152-DR-XXL,1790,0,0.0,14998.0,0.0,0.0
J0152-DR-XXXL,1778,0,0.0,1784.0,0.0,0.0
J0153-DR-L,1179,1,864.9,4654.9,0.0008481764206955047,0.1858042063202217
J0153-DR-M,2299,0,0.0,2679.0,0.0,0.0
J0153-DR-S,1190,0,1265.6999999999998,9930.7,0.0,0.12745325102963534
J0153-DR-XL,3530,0,421.9,10329.9,0.0,0.04084260254213497
J0153-DR-XS,594,0,409.52,4530.52,0.0,0.09039138995082241
J0153-DR-XXL,1180,0,0.0,4699.0,0.0,0.0
J0153-DR-XXXL,1182,0,421.9,5999.9,0.0,0.07031783863064385
J0154-DR-L,1146,0,0.0,5026.0,0.0,0.0
J0154-DR-M,1145,0,0.0,4886.0,0.0,0.0
J0154-DR-S,1143,0,0.0,3278.0,0.0,0.0
J0154-DR-XL,1142,0,1077.14,4116.14,0.0,0.26168692026996165
J0154-DR-XS,2087,1,377.0,10238.0,0.0004791566842357451,0.0368235983590545
J0154-DR-XXL,594,0,0.0,4304.0,0.0,0.0
J0154-DR-XXXL,587,0,0.0,1662.0,0.0,0.0
J0155-KR-L,2,0,0.0,1254.0,0.0,0.0
J0155-KR-S,1,0,0.0,627.0,0.0,0.0
J0155-KR-XL,2,0,0.0,1270.0,0.0,0.0
J0155-KR-XS,0,0,0.0,0.0,0.0,0.0
J0155-KR-XXXL,2,0,0.0,1371.0,0.0,0.0
J0157,4,0,0.0,2250.0,0.0,0.0
J0157-DR-L,1165,4,3931.2799999999997,61455.28,0.0034334763948497852,0.06396976793531817
J0157-DR-M,2287,7,5910.14,64143.14,0.003060778312199388,0.09213986094226133
J0157-DR-S,1710,4,3422.0,34344.0,0.0023391812865497076,0.09963894712322385
J0157-DR-XL,2264,1,2661.76,47758.76,0.00044169611307420494,0.055733440315452076
J0157-DR-XS,29,1,588.0,19457.0,0.034482758620689655,0.03022048620033921
J0157-DR-XXL,3985,2,1247.0,71554.0,0.0005018820577164366,0.017427397490007546
J0157-DR-XXXL,35,2,2644.62,23780.62,0.05714285714285714,0.11120904333024118
J0158-DR-L,713,4,6072.1,25021.1,0.005610098176718092,0.2426791787731155
J0158-DR-M,694,1,1506.71,7108.71,0.001440922190201729,0.21195266089065387
J0158-DR-S,700,2,1442.0,10877.0,0.002857142857142857,0.13257331984922313
J0158-DR-XL,705,0,785.71,14330.71,0.0,0.054827011362312134
J0158-DR-XS,1383,0,0.0,7894.0,0.0,0.0
J0158-DR-XXL,2770,0,0.0,18643.0,0.0,0.0
J0158-DR-XXXL,704,1,1610.71,14519.71,0.0014204545454545455,0.1109326563684812
J0159-DR-L,1671,0,0.0,4705.0,0.0,0.0
J0159-DR-M,1671,0,0.0,3615.0,0.0,0.0
J0159-DR-S,1682,0,0.0,11346.0,0.0,0.0
J0159-DR-XS,1677,0,0.0,7929.0,0.0,0.0
J0159-DR-XXL,1446,3,2348.43,6915.43,0.002074688796680498,0.3395927657426942
J0159-DR-XXXL,1671,0,0.0,3428.0,0.0,0.0
J0160-TP-L,2,0,0.0,704.0,0.0,0.0
J0160-TP-S,1,0,0.0,352.0,0.0,0.0
J0160-TP-XXL,2,0,0.0,678.0,0.0,0.0
J0161-DR-L,1305,0,0.0,3073.0,0.0,0.0
J0161-DR-M,1306,0,0.0,3546.0,0.0,0.0
J0161-DR-S,2003,0,0.0,2474.0,0.0,0.0
J0161-DR-XL,2009,0,0.0,6145.0,0.0,0.0
J0161-DR-XS,8,1,473.0,3784.0,0.125,0.125
J0161-DR-XS.,715,0,0.0,714.0,0.0,0.0
J0161-DR-XXL,1418,0,0.0,3249.0,0.0,0.0
J0161-DR-XXXL,2023,0,450.48,5967.48,0.0,0.07548915119950131
J0162-SKD-L,7,0,0.0,8141.0,0.0,0.0
J0162-SKD-M,3786,0,0.0,7132.0,0.0,0.0
J0162-SKD-S,5,0,0.0,4583.0,0.0,0.0
J0162-SKD-XL,7,1,1186.0,7967.0,0.14285714285714285,0.14886406426509352
J0162-SKD-XS,2,0,0.0,2372.0,0.0,0.0
J0162-SKD-XXL,8,1,1186.0,8740.0,0.125,0.1356979405034325
J0162-SKD-XXXL,9,0,0.0,10352.0,0.0,0.0
J0163-SKD-L,2,0,1058.93,3056.9300000000003,0.0,0.3464030906824821
J0163-SKD-M,2,0,0.0,2185.0,0.0,0.0
J0163-SKD-S,5,1,1186.0,5769.0,0.2,0.20558155659559715
J0163-SKD-XL,3,0,0.0,3384.0,0.0,0.0
J0163-SKD-XS,3,0,0.0,3371.0,0.0,0.0
J0163-SKD-XXL,1,0,0.0,999.0,0.0,0.0
J0163-SKD-XXXL,1,0,0.0,999.0,0.0,0.0
J0164-DR-L,42,0,1055.24,16245.24,0.0,0.06495687352110525
J0164-DR-M,1140,0,0.0,10779.0,0.0,0.0
J0164-DR-S,32,1,821.52,12802.52,0.03125,0.0641686168035668
J0164-DR-XL,28,0,772.38,11294.38,0.0,0.06838622394500628
J0164-DR-XS,9,1,373.0,3350.0,0.1111111111111111,0.11134328358208956
J0164-DR-XXL,39,2,811.0,14172.0,0.05128205128205128,0.05722551510019757
J0164-DR-XXXL,33,2,814.0,12525.0,0.06060606060606061,0.06499001996007985
J0165-TP-L,1466,1,371.0,4651.0,0.0006821282401091405,0.07976779187271554
J0165-TP-M,1010,1,331.0,3393.0,0.0009900990099009901,0.09755378720895962
J0165-TP-S,1003,0,0.0,1465.0,0.0,0.0
J0165-TP-XL,1006,0,0.0,2043.0,0.0,0.0
J0165-TP-XS,3,0,0.0,1013.0,0.0,0.0
J0165-TP-XXL,1020,0,0.0,7344.0,0.0,0.0
J0165-TP-XXXL,1,0,0.0,331.0,0.0,0.0
J0166-DR-L,798,0,0.0,5691.0,0.0,0.0
J0166-DR-M,799,0,0.0,6146.0,0.0,0.0
J0166-DR-S,797,0,0.0,4132.0,0.0,0.0
J0166-DR-XL,796,0,0.0,3729.0,0.0,0.0
J0166-DR-XS,794,0,0.0,1887.0,0.0,0.0
J0166-DR-XXL,791,0,0.0,715.0,0.0,0.0
J0167-KR-L,838,0,300.0,5566.0,0.0,0.05389867049946101
J0167-KR-M,834,0,0.0,4017.0,0.0,0.0
J0167-KR-S,830,0,0.0,2828.0,0.0,0.0
J0167-KR-XL,836,0,0.0,4595.0,0.0,0.0
J0167-KR-XS,3,0,0.0,634.0,0.0,0.0
J0167-KR-XXL,828,0,0.0,2107.0,0.0,0.0
J0168-DR-L,1,0,0.0,443.0,0.0,0.0
J0168-DR-M,1,0,421.9,864.9,0.0,0.48780205804139204
J0168-DR-S,3,1,443.0,1363.0,0.3333333333333333,0.32501834189288337
J0170-TP-A-L,1,0,0.0,329.0,0.0,0.0
J0170-TP-A-M,1,0,0.0,329.0,0.0,0.0
J0170-TP-A-S,1,0,0.0,301.0,0.0,0.0
J0170-TP-A-XL,4,0,0.0,1288.0,0.0,0.0
J0170-TP-L,1172,0,0.0,1173.0,0.0,0.0
J0170-TP-M,814,0,0.0,815.0,0.0,0.0
J0170-TP-XL,404,0,0.0,412.0,0.0,0.0
J0171-DR-L,1805,0,0.0,4305.0,0.0,0.0
J0171-DR-M,1210,0,0.0,1658.0,0.0,0.0
J0171-DR-S,591,0,0.0,606.0,0.0,0.0
J0171-DR-XL,1802,0,0.0,2828.0,0.0,0.0
J0171-DR-XS,624,0,0.0,701.0,0.0,0.0
J0171-DR-XXL,2429,0,0.0,4826.0,0.0,0.0
J0171-DR-XXXL,1834,0,0.0,2354.0,0.0,0.0
J0172,4,0,0.0,1700.0,0.0,0.0
J0172-TP-L,6143,0,0.0,8832.0,0.0,0.0
J0172-TP-M,3653,0,0.0,4400.0,0.0,0.0
J0172-TP-S,2800,0,0.0,2795.0,0.0,0.0
J0172-TP-XL,3656,0,0.0,6037.0,0.0,0.0
J0172-TP-XS,392,0,0.0,893.0,0.0,0.0
J0172-TP-XXL,3227,0,0.0,4185.0,0.0,0.0
J0172-TP-XXXL,2,0,0.0,1005.0,0.0,0.0
J0172-TP-XXXL.,1170,0,0.0,1124.0,0.0,0.0
J0173-DR-L,1016,0,0.0,1401.0,0.0,0.0
J0173-DR-M,507,0,0.0,485.0,0.0,0.0
J0173-DR-S,509,0,0.0,1367.0,0.0,0.0
J0173-DR-XL,507,0,400.0,885.0,0.0,0.4519774011299435
J0173-DR-XS,4,0,0.0,1712.0,0.0,0.0
J0173-DR-XXL,1014,0,0.0,978.0,0.0,0.0
J0173-DR-XXXL,507,0,0.0,485.0,0.0,0.0
J0174-TP-L,964,0,0.0,968.0,0.0,0.0
J0174-TP-M,1590,0,0.0,1590.0,0.0,0.0
J0174-TP-S,1,0,0.0,423.0,0.0,0.0
J0174-TP-XL,966,0,0.0,1810.0,0.0,0.0
J0174-TP-XS,2,0,0.0,846.0,0.0,0.0
J0174-TP-XXXL,964,0,0.0,964.0,0.0,0.0
J0175-KR-L,2,0,0.0,952.0,0.0,0.0
J0175-KR-M,709,0,0.0,3597.0,0.0,0.0
J0175-KR-S,3,0,0.0,1428.0,0.0,0.0
J0175-KR-XL,2,0,0.0,961.0,0.0,0.0
J0175-KR-XXL,2,0,0.0,975.0,0.0,0.0
J0175-KR-XXXL,4,1,499.0,1927.0,0.25,0.25895173845355474
J0176-TP-L,2424,1,387.0,7165.0,0.00041254125412541255,0.05401256106071179
J0176-TP-M,2423,0,0.0,6456.0,0.0,0.0
J0176-TP-S,883,0,0.0,2855.0,0.0,0.0
J0176-TP-XL,2912,0,0.0,7726.0,0.0,0.0
J0176-TP-XS,441,0,0.0,2001.0,0.0,0.0
J0176-TP-XXL,1932,1,755.5699999999999,15318.57,0.0005175983436853002,0.049323794583959205
J0176-TP-XXXL,2861,1,387.0,5739.0,0.0003495281370150297,0.06743335075797177
J0177-KR-L,1659,0,0.0,2145.0,0.0,0.0
J0177-KR-M,554,0,0.0,1038.0,0.0,0.0
J0177-KR-S,1,0,0.0,344.0,0.0,0.0
J0177-KR-XL,1107,0,0.0,2111.0,0.0,0.0
J0177-KR-XS,3,0,0.0,1032.0,0.0,0.0
J0177-KR-XXL,553,0,0.0,519.0,0.0,0.0
J0177-KR-XXXL,1659,0,0.0,2142.0,0.0,0.0
J0178-TP-L,3168,0,0.0,3994.0,0.0,0.0
J0178-TP-M,2468,0,0.0,3684.0,0.0,0.0
J0178-TP-S,2461,0,0.0,3684.0,0.0,0.0
J0178-TP-XL,1750,0,0.0,2315.0,0.0,0.0
J0178-TP-XS,1057,0,0.0,2299.0,0.0,0.0
J0178-TP-XXL,2714,0,0.0,2961.0,0.0,0.0
J0178-TP-XXXL,1052,0,0.0,2909.0,0.0,0.0
J0179-KR-L,2980,0,0.0,15512.0,0.0,0.0
J0179-KR-M,1488,1,696.0,4300.0,0.0006720430107526882,0.16186046511627908
J0179-KR-S,1493,1,696.0,7750.0,0.0006697923643670462,0.08980645161290322
J0179-KR-XL,1498,0,0.0,10460.0,0.0,0.0
J0179-KR-XS,4,0,662.86,3438.86,0.0,0.19275573882042304
J0179-KR-XXL,1497,1,696.0,10506.0,0.0006680026720106881,0.06624785836664764
J0179-KR-XXXL,756,0,0.0,10495.0,0.0,0.0
J0180-DR-L,715,0,0.0,717.0,0.0,0.0
J0180-DR-M,508,0,0.0,511.0,0.0,0.0
J0180-DR-S,508,0,0.0,511.0,0.0,0.0
J0180-DR-XL,508,0,0.0,511.0,0.0,0.0
J0180-DR-XS,1,0,0.0,436.0,0.0,0.0
J0180-DR-XXL,1225,0,0.0,2133.0,0.0,0.0
J0180-DR-XXXL,2,0,0.0,959.0,0.0,0.0
J0181-TP-L,8,0,0.0,3192.0,0.0,0.0
J0181-TP-M,16,2,798.0,6360.0,0.125,0.12547169811320755
J0181-TP-S,4,0,0.0,1596.0,0.0,0.0
J0181-TP-XL,4,0,380.0,1976.0,0.0,0.19230769230769232
J0181-TP-XS,6,0,0.0,2507.0,0.0,0.0
J0181-TP-XXL,11,0,380.0,4769.0,0.0,0.0796812749003984
J0181-TP-XXXL,8,0,0.0,2793.0,0.0,0.0
J0182-SET-L,1134,0,0.0,1099.0,0.0,0.0
J0182-SET-M,2268,0,0.0,2232.0,0.0,0.0
J0182-SET-S,1,0,0.0,699.0,0.0,0.0
J0182-SET-XXL,1134,0,0.0,1099.0,0.0,0.0
J0183-TP-L,2736,0,0.0,2751.0,0.0,0.0
J0183-TP-M,1610,0,0.0,2513.0,0.0,0.0
J0183-TP-S,1126,0,0.0,1128.0,0.0,0.0
J0183-TP-XL,1127,0,0.0,1567.0,0.0,0.0
J0183-TP-XS,589,0,0.0,1473.0,0.0,0.0
J0183-TP-XXL,1608,0,0.0,1608.0,0.0,0.0
J0183-TP-XXXL,1126,0,0.0,1126.0,0.0,0.0
J0184-KR-A-L,0,0,0.0,0.0,0.0,0.0
J0184-KR-A-S,5,0,385.71,2364.71,0.0,0.1631109100058781
J0184-KR-A-XL,3,0,0.0,1175.0,0.0,0.0
J0184-KR-L,1128,0,0.0,1140.0,0.0,0.0
J0184-KR-M,1,0,0.0,378.0,0.0,0.0
J0184-KR-S,2,0,0.0,0.0,0.0,0.0
J0184-KR-XL,1126,0,0.0,1136.0,0.0,0.0
J0184-KR-XS,6,0,0.0,2250.0,0.0,0.0
J0184-KR-XXL,1,0,0.0,382.0,0.0,0.0
J0184-KR-XXXL,4,0,0.0,1530.0,0.0,0.0
J0185-DR-L,3386,0,0.0,7145.0,0.0,0.0
J0185-DR-M,3387,0,0.0,7639.0,0.0,0.0
J0185-DR-S,3388,0,0.0,8604.0,0.0,0.0
J0185-DR-XL,3383,0,0.0,4152.0,0.0,0.0
J0185-DR-XS,4,0,0.0,3097.0,0.0,0.0
J0185-DR-XXL,2280,0,0.0,5474.0,0.0,0.0
J0186-SET-L,2683,0,0.0,8787.0,0.0,0.0
J0186-SET-M,4664,0,0.0,5679.0,0.0,0.0
J0186-SET-S,1376,0,0.0,2101.0,0.0,0.0
J0186-SET-XL,2677,0,0.0,4545.0,0.0,0.0
J0186-SET-XS,2676,0,0.0,3412.0,0.0,0.0
J0186-SET-XXL,3961,0,0.0,4646.0,0.0,0.0
J0186-SET-XXXL,2675,0,0.0,2476.0,0.0,0.0
J0187-KR-L,1832,0,0.0,2312.0,0.0,0.0
J0187-KR-M,962,0,0.0,879.0,0.0,0.0
